INDEX_ID,A_MAX
마라32bb90ab,0
마라32bb90ba,0
마라32bb90bb,0
마라32bb91ab,4
마라32bb91ba,13
마라32bb91bb,476
마라32bb92aa,288
마라32bb92ab,37
마라32bb92ba,2
마라32bb92bb,0
마라32bb93aa,3
마라33aa73ba,262
마라33aa73bb,447
마라33aa74aa,332
마라33aa74ab,288
마라33aa74ba,128
마라33aa74bb,252
마라33aa75aa,181
마라33aa75ab,177
마라33aa75ba,93
마라33aa75bb,21
마라33aa76aa,63
마라33aa76ab,97
마라33aa76ba,20
마라33aa76bb,538
마라33aa77aa,189
마라33aa77ab,62
마라33aa77ba,182
마라33aa77bb,48
마라33aa78aa,174
마라33aa78ab,203
마라33aa78ba,860
마라33aa78bb,1836
마라33aa79aa,2262
마라33aa79ab,1000
마라33aa79ba,1396
마라33aa79bb,1106
마라33aa80aa,1704
마라33aa80ab,514
마라33aa80ba,679
마라33aa80bb,1731
마라33aa81aa,1612
마라33aa81ab,1293
마라33aa81ba,312
마라33aa81bb,166
마라33aa82aa,70
마라33aa82ab,9
마라33aa82ba,2
마라33aa82bb,2
마라33aa83aa,0
마라33aa83ab,1
마라33aa83bb,0
마라33aa85aa,3
마라33aa85ab,75
마라33aa85ba,1
마라33aa85bb,5
마라33aa86aa,3
마라33aa86ab,4
마라33aa86ba,8
마라33aa86bb,10
마라33aa87aa,4
마라33aa87ab,2
마라33aa87ba,0
마라33aa87bb,0
마라33aa88aa,0
마라33aa88ba,1
마라33aa88bb,0
마라33aa89aa,0
마라33aa89ab,22
마라33aa89ba,1534
마라33aa89bb,691
마라33aa90aa,173
마라33aa90ab,6
마라33aa90ba,0
마라33aa90bb,0
마라33aa91aa,1
마라33aa91ab,2
마라33aa91ba,78
마라33aa91bb,310
마라33aa92aa,95
마라33aa92ab,84
마라33aa92ba,41
마라33aa92bb,11
마라33aa93aa,1
마라33ab73ba,1385
마라33ab73bb,1235
마라33ab74aa,1593
마라33ab74ab,3482
마라33ab74ba,838
마라33ab74bb,8
마라33ab75aa,5
마라33ab75ab,2
마라33ab75ba,0
마라33ab76aa,49
마라33ab76ab,39
마라33ab76ba,578
마라33ab76bb,984
마라33ab77aa,508
마라33ab77ab,263
마라33ab77ba,922
마라33ab77bb,622
마라33ab78aa,286
마라33ab78ab,300
마라33ab78ba,2159
마라33ab78bb,1317
마라33ab79aa,610
마라33ab79ab,12
마라33ab79ba,909
마라33ab79bb,3580
마라33ab80aa,1952
마라33ab80ab,406
마라33ab80ba,3399
마라33ab80bb,730
마라33ab81aa,134
마라33ab81ab,126
마라33ab81ba,70
마라33ab81bb,242
마라33ab82aa,299
마라33ab82ab,1724
마라33ab82ba,3736
마라33ab82bb,1042
마라33ab83aa,95
마라33ab83ab,6
마라33ab83ba,1
마라33ab83bb,0
마라33ab84ba,3
마라33ab85aa,39
마라33ab85ab,51
마라33ab85ba,2
마라33ab86aa,0
마라33ab86ab,7
마라33ab86ba,24
마라33ab86bb,2
마라33ab87aa,710
마라33ab87ab,1
마라33ab87ba,1
마라33ab88aa,111
마라33ab89aa,3
마라33ab89ab,603
마라33ab89ba,47
마라33ab89bb,334
마라33ab90aa,86
마라33ab90ab,98
마라33ab90ba,0
마라33ab90bb,0
마라33ab91ab,2
마라33ab91ba,11
마라33ab91bb,29
마라33ab92aa,264
마라33ab92ab,65
마라33ab92ba,34
마라33ab92bb,9
마라33ab93ab,0
마라33ba72aa,17
마라33ba72ab,5
마라33ba72ba,13
마라33ba73ba,4604
마라33ba73bb,1714
마라33ba74aa,526
마라33ba74ab,1375
마라33ba74ba,505
마라33ba74bb,31
마라33ba75aa,15
마라33ba75bb,0
마라33ba76aa,0
마라33ba76ab,110
마라33ba76ba,883
마라33ba76bb,1680
마라33ba77aa,3924
마라33ba77ab,2604
마라33ba77ba,1447
마라33ba77bb,654
마라33ba78aa,397
마라33ba78ab,475
마라33ba78ba,236
마라33ba78bb,146
마라33ba79aa,251
마라33ba79ab,28
마라33ba79ba,456
마라33ba79bb,11758
마라33ba80aa,9671
마라33ba80ab,3380
마라33ba80ba,1476
마라33ba80bb,785
마라33ba81aa,299
마라33ba81ab,2
마라33ba81ba,11
마라33ba81bb,337
마라33ba82aa,1548
마라33ba82ab,1538
마라33ba82ba,2027
마라33ba82bb,958
마라33ba83aa,458
마라33ba83ab,73
마라33ba83ba,267
마라33ba83bb,152
마라33ba84aa,64
마라33ba84ab,2
마라33ba84ba,1
마라33ba84bb,1
마라33ba85aa,101
마라33ba85ab,13
마라33ba85ba,5
마라33ba85bb,9
마라33ba86aa,2
마라33ba86ab,48
마라33ba86ba,153
마라33ba86bb,108
마라33ba87aa,64
마라33ba87ab,2
마라33ba87ba,2
마라33ba87bb,0
마라33ba89aa,4
마라33ba89ab,179
마라33ba89ba,16
마라33ba89bb,107
마라33ba90aa,141
마라33ba90ab,931
마라33ba90ba,61
마라33ba90bb,29
마라33ba91aa,9
마라33ba91ab,48
마라33ba91ba,377
마라33ba91bb,361
마라33ba92aa,240
마라33ba92ab,41
마라33ba92ba,40
마라33ba92bb,1
마라33ba93ab,0
마라33bb72ab,36
마라33bb72ba,39
마라33bb72bb,117
마라33bb73aa,442
마라33bb73ab,655
마라33bb73ba,1491
마라33bb73bb,1627
마라33bb74aa,1098
마라33bb74ab,1782
마라33bb74ba,834
마라33bb74bb,339
마라33bb75aa,1
마라33bb75ab,0
마라33bb75ba,0
마라33bb75bb,7
마라33bb76aa,3
마라33bb76ab,2
마라33bb76ba,950
마라33bb76bb,579
마라33bb77aa,2641
마라33bb77ab,898
마라33bb77ba,378
마라33bb77bb,457
마라33bb78aa,1003
마라33bb78ab,1350
마라33bb78ba,274
마라33bb78bb,19
마라33bb79aa,8
마라33bb79ab,316
마라33bb79ba,1156
마라33bb79bb,12113
마라33bb80aa,2481
마라33bb80ab,2323
마라33bb80ba,58
마라33bb80bb,50
마라33bb81aa,305
마라33bb81ab,111
마라33bb81ba,0
마라33bb81bb,386
마라33bb82aa,1107
마라33bb82ab,3199
마라33bb82ba,1780
마라33bb82bb,327
마라33bb83aa,209
마라33bb83ab,187
마라33bb83ba,123
마라33bb83bb,1385
마라33bb84aa,1261
마라33bb84ab,524
마라33bb84ba,372
마라33bb84bb,132
마라33bb85aa,56
마라33bb85ab,14
마라33bb85ba,32
마라33bb85bb,79
마라33bb86aa,41
마라33bb86ab,266
마라33bb86ba,499
마라33bb86bb,305
마라33bb87aa,33
마라33bb87ab,15
마라33bb87ba,12
마라33bb87bb,27
마라33bb88aa,0
마라33bb88ba,2
마라33bb88bb,9
마라33bb89ba,3
마라33bb89bb,7
마라33bb90aa,8
마라33bb90ab,118
마라33bb90ba,263
마라33bb90bb,80
마라33bb91aa,1
마라33bb91ab,511
마라33bb91ba,517
마라33bb91bb,204
마라33bb92aa,236
마라33bb92ab,30
마라33bb92ba,49
마라33bb92bb,10
마라33bb93aa,0
마라33bb93ab,0
마라34aa71ba,0
마라34aa72ab,3
마라34aa72ba,12
마라34aa72bb,3
마라34aa73aa,33
마라34aa73ab,46
마라34aa73ba,1162
마라34aa73bb,2042
마라34aa74aa,1253
마라34aa74ab,4164
마라34aa74ba,2525
마라34aa74bb,1142
마라34aa75aa,481
마라34aa75ab,1
마라34aa75ba,12
마라34aa75bb,458
마라34aa76aa,575
마라34aa76ab,804
마라34aa76ba,537
마라34aa76bb,495
마라34aa77aa,1514
마라34aa77ab,417
마라34aa77ba,2842
마라34aa77bb,412
마라34aa78aa,3282
마라34aa78ab,17773
마라34aa78ba,2711
마라34aa78bb,87
마라34aa79aa,1
마라34aa79ab,481
마라34aa79ba,2515
마라34aa79bb,3919
마라34aa80aa,870
마라34aa80ab,5
마라34aa80ba,3
마라34aa81ba,3
마라34aa81bb,432
마라34aa82aa,471
마라34aa82ab,1067
마라34aa82ba,2696
마라34aa82bb,1666
마라34aa83aa,552
마라34aa83ab,253
마라34aa83ba,52
마라34aa83bb,608
마라34aa84aa,301
마라34aa84ab,271
마라34aa84ba,445
마라34aa84bb,452
마라34aa85aa,339
마라34aa85ab,279
마라34aa85ba,161
마라34aa85bb,179
마라34aa86aa,66
마라34aa86ab,135
마라34aa86ba,59
마라34aa86bb,59
마라34aa87aa,53
마라34aa87ab,6
마라34aa87ba,1157
마라34aa87bb,10
마라34aa88aa,2
마라34aa88ab,1
마라34aa88ba,1
마라34aa88bb,8
마라34aa89aa,7
마라34aa89bb,1
마라34aa90aa,6
마라34aa90ab,3
마라34aa90ba,48
마라34aa90bb,364
마라34aa91aa,231
마라34aa91ab,351
마라34aa91ba,144
마라34aa91bb,99
마라34aa92aa,1314
마라34aa92ab,35
마라34aa92ba,24
마라34aa92bb,33
마라34aa93aa,0
마라34aa93ab,0
마라34ab71ba,0
마라34ab72ba,2
마라34ab72bb,23
마라34ab73aa,6
마라34ab73ba,3
마라34ab73bb,686
마라34ab74aa,541
마라34ab74ab,697
마라34ab74ba,1027
마라34ab74bb,925
마라34ab75aa,661
마라34ab75ab,3
마라34ab75ba,12
마라34ab75bb,298
마라34ab76aa,155
마라34ab76ab,341
마라34ab76ba,330
마라34ab76bb,295
마라34ab77aa,731
마라34ab77ab,370
마라34ab77ba,804
마라34ab77bb,884
마라34ab78aa,6342
마라34ab78ab,8797
마라34ab78ba,6589
마라34ab78bb,138
마라34ab79aa,34
마라34ab79ab,609
마라34ab79ba,6644
마라34ab79bb,3196
마라34ab80aa,623
마라34ab80ab,33
마라34ab80ba,5
마라34ab80bb,0
마라34ab81aa,0
마라34ab81ba,0
마라34ab81bb,295
마라34ab82aa,585
마라34ab82ab,1114
마라34ab82ba,1037
마라34ab82bb,1006
마라34ab83aa,2134
마라34ab83ab,1553
마라34ab83ba,215
마라34ab83bb,336
마라34ab84aa,185
마라34ab84ab,105
마라34ab84ba,237
마라34ab84bb,483
마라34ab85aa,1461
마라34ab85ab,242
마라34ab85ba,225
마라34ab85bb,502
마라34ab86aa,347
마라34ab86ab,2101
마라34ab86ba,509
마라34ab86bb,328
마라34ab87aa,528
마라34ab87ab,698
마라34ab87ba,1116
마라34ab87bb,871
마라34ab88aa,174
마라34ab88ab,185
마라34ab88ba,516
마라34ab88bb,447
마라34ab89aa,14
마라34ab89ab,41
마라34ab89ba,0
마라34ab89bb,0
마라34ab90aa,33
마라34ab90ab,40
마라34ab90ba,2
마라34ab90bb,84
마라34ab91aa,60
마라34ab91ab,7
마라34ab91ba,10
마라34ab91bb,147
마라34ab92aa,910
마라34ab92ab,45
마라34ab92ba,140
마라34ab92bb,10
마라34ab93aa,10
마라34ab93ab,27
마라34ab93ba,34
마라34ba72ba,7
마라34ba72bb,1
마라34ba73ab,20
마라34ba73ba,1
마라34ba73bb,0
마라34ba74aa,8
마라34ba74ab,12
마라34ba74ba,61
마라34ba74bb,2056
마라34ba75aa,2599
마라34ba75ab,82
마라34ba75ba,233
마라34ba75bb,434
마라34ba76aa,687
마라34ba76ab,2088
마라34ba76ba,2148
마라34ba76bb,3641
마라34ba77aa,2186
마라34ba77ab,3226
마라34ba77ba,4540
마라34ba77bb,1454
마라34ba78aa,6468
마라34ba78ab,7005
마라34ba78ba,1330
마라34ba78bb,3104
마라34ba79aa,541
마라34ba79ab,2962
마라34ba79ba,4118
마라34ba79bb,1301
마라34ba80aa,948
마라34ba80ab,1483
마라34ba80ba,5
마라34ba80bb,0
마라34ba81ba,0
마라34ba81bb,15
마라34ba82aa,423
마라34ba82ab,944
마라34ba82ba,827
마라34ba82bb,8
마라34ba83aa,871
마라34ba83ab,4870
마라34ba83ba,4509
마라34ba83bb,1202
마라34ba84aa,224
마라34ba84ab,250
마라34ba84ba,598
마라34ba84bb,2480
마라34ba85aa,1903
마라34ba85ab,644
마라34ba85ba,619
마라34ba85bb,1444
마라34ba86aa,714
마라34ba86ab,4788
마라34ba86ba,1693
마라34ba86bb,1088
마라34ba87aa,1316
마라34ba87ab,1006
마라34ba87ba,1115
마라34ba87bb,461
마라34ba88aa,323
마라34ba88ab,796
마라34ba88ba,278
마라34ba88bb,2000
마라34ba89aa,207
마라34ba89ab,363
마라34ba89ba,22
마라34ba89bb,15
마라34ba90aa,34
마라34ba90ab,0
마라34ba90ba,0
마라34ba90bb,1
마라34ba91aa,21
마라34ba91ab,33
마라34ba91ba,449
마라34ba91bb,148
마라34ba92aa,72
마라34ba92ab,65
마라34ba92ba,185
마라34ba92bb,4
마라34ba93aa,4
마라34ba93ab,0
마라34ba93ba,1
마라34bb72ba,3
마라34bb73ba,3
마라34bb73bb,23
마라34bb74aa,59
마라34bb74ab,8
마라34bb74ba,313
마라34bb74bb,2577
마라34bb75aa,2857
마라34bb75ab,3022
마라34bb75ba,3664
마라34bb75bb,891
마라34bb76aa,64
마라34bb76ab,211
마라34bb76ba,691
마라34bb76bb,767
마라34bb77aa,1402
마라34bb77ab,1038
마라34bb77ba,4054
마라34bb77bb,849
마라34bb78aa,3308
마라34bb78ab,1479
마라34bb78ba,240
마라34bb78bb,751
마라34bb79aa,734
마라34bb79ab,2727
마라34bb79ba,926
마라34bb79bb,163
마라34bb80aa,144
마라34bb80ab,1591
마라34bb80ba,3
마라34bb80bb,0
마라34bb81aa,0
마라34bb81ab,0
마라34bb81ba,0
마라34bb81bb,0
마라34bb82aa,5
마라34bb82ab,111
마라34bb82ba,165
마라34bb82bb,33
마라34bb83aa,10
마라34bb83ab,1513
마라34bb83ba,2334
마라34bb83bb,1305
마라34bb84aa,818
마라34bb84ab,352
마라34bb84ba,902
마라34bb84bb,1682
마라34bb85aa,967
마라34bb85ab,782
마라34bb85ba,386
마라34bb85bb,1282
마라34bb86aa,1439
마라34bb86ab,1897
마라34bb86ba,2048
마라34bb86bb,2262
마라34bb87aa,1904
마라34bb87ab,949
마라34bb87ba,371
마라34bb87bb,194
마라34bb88aa,270
마라34bb88ab,134
마라34bb88ba,375
마라34bb88bb,152
마라34bb89aa,232
마라34bb89ab,646
마라34bb89ba,633
마라34bb89bb,29
마라34bb90aa,0
마라34bb90ab,0
마라34bb90ba,0
마라34bb90bb,0
마라34bb91aa,1
마라34bb91ab,60
마라34bb91ba,1991
마라34bb91bb,1280
마라34bb92aa,160
마라34bb92ab,16
마라34bb92ba,63
마라34bb92bb,78
마라34bb93aa,2
마라34bb93ab,0
마라34bb93ba,2
마라35aa72ab,15
마라35aa73aa,34
마라35aa73ab,1
마라35aa73ba,0
마라35aa73bb,99
마라35aa74aa,69
마라35aa74ab,1
마라35aa74ba,48
마라35aa74bb,1142
마라35aa75aa,3996
마라35aa75ab,3112
마라35aa75ba,1716
마라35aa75bb,477
마라35aa76aa,284
마라35aa76ab,62
마라35aa76ba,667
마라35aa76bb,859
마라35aa77aa,537
마라35aa77ab,50
마라35aa77ba,4284
마라35aa77bb,2105
마라35aa78aa,583
마라35aa78ab,124
마라35aa78ba,33
마라35aa78bb,261
마라35aa79aa,1369
마라35aa79ab,2669
마라35aa79ba,1067
마라35aa79bb,586
마라35aa80aa,67
마라35aa80ab,183
마라35aa80ba,437
마라35aa80bb,5
마라35aa81aa,0
마라35aa81ab,0
마라35aa81ba,1
마라35aa82ab,0
마라35aa82bb,1
마라35aa83aa,3
마라35aa83ab,94
마라35aa83ba,1029
마라35aa83bb,3215
마라35aa84aa,1400
마라35aa84ab,674
마라35aa84ba,595
마라35aa84bb,1246
마라35aa85aa,675
마라35aa85ab,897
마라35aa85ba,1243
마라35aa85bb,889
마라35aa86aa,4558
마라35aa86ab,9132
마라35aa86ba,2823
마라35aa86bb,866
마라35aa87aa,1272
마라35aa87ab,2515
마라35aa87ba,2293
마라35aa87bb,3563
마라35aa88aa,875
마라35aa88ab,635
마라35aa88ba,272
마라35aa88bb,229
마라35aa89aa,504
마라35aa89ab,804
마라35aa89ba,1225
마라35aa89bb,391
마라35aa90aa,0
마라35aa90ab,0
마라35aa90ba,0
마라35aa90bb,0
마라35aa91aa,2
마라35aa91ab,13
마라35aa91ba,413
마라35aa91bb,40
마라35aa92aa,46
마라35aa92ab,34
마라35aa92ba,45
마라35aa92bb,22
마라35aa93aa,0
마라35aa93ab,0
마라35aa93ba,0
마라35aa93bb,0
마라35ab72ab,7
마라35ab74aa,11
마라35ab74bb,512
마라35ab75aa,3402
마라35ab75ab,2142
마라35ab75ba,1107
마라35ab75bb,125
마라35ab76aa,176
마라35ab76ab,48
마라35ab76ba,29
마라35ab76bb,45
마라35ab77aa,151
마라35ab77ab,266
마라35ab77ba,1824
마라35ab77bb,1733
마라35ab78aa,58
마라35ab78ab,148
마라35ab78ba,238
마라35ab78bb,1417
마라35ab79aa,3503
마라35ab79ab,2128
마라35ab79ba,307
마라35ab79bb,168
마라35ab80aa,100
마라35ab80ab,118
마라35ab80ba,261
마라35ab80bb,10
마라35ab81aa,3
마라35ab81ab,10
마라35ab81ba,4
마라35ab82ab,0
마라35ab82ba,38
마라35ab82bb,3
마라35ab83aa,3
마라35ab83ab,9
마라35ab83ba,525
마라35ab83bb,1767
마라35ab84aa,1754
마라35ab84ab,3657
마라35ab84ba,1558
마라35ab84bb,3083
마라35ab85aa,266
마라35ab85ab,413
마라35ab85ba,732
마라35ab85bb,1772
마라35ab86aa,2755
마라35ab86ab,1417
마라35ab86ba,297
마라35ab86bb,454
마라35ab87aa,780
마라35ab87ab,591
마라35ab87ba,1800
마라35ab87bb,444
마라35ab88aa,438
마라35ab88ab,764
마라35ab88ba,535
마라35ab88bb,1164
마라35ab89aa,2746
마라35ab89ab,1281
마라35ab89ba,570
마라35ab89bb,819
마라35ab90aa,1116
마라35ab90ab,6
마라35ab90ba,3
마라35ab90bb,0
마라35ab91aa,3
마라35ab91ab,36
마라35ab91ba,40
마라35ab91bb,41
마라35ab92aa,62
마라35ab92ab,44
마라35ab92ba,10
마라35ab92bb,0
마라35ab93aa,0
마라35ab93ab,2
마라35ab93bb,0
마라35ba74ba,10
마라35ba74bb,63
마라35ba75aa,934
마라35ba75ab,294
마라35ba75ba,51
마라35ba75bb,110
마라35ba76aa,307
마라35ba76ab,37
마라35ba76ba,32
마라35ba76bb,80
마라35ba77aa,383
마라35ba77ab,85
마라35ba77ba,559
마라35ba77bb,804
마라35ba78aa,35
마라35ba78ab,245
마라35ba78ba,1641
마라35ba78bb,684
마라35ba79aa,2817
마라35ba79ab,708
마라35ba79ba,83
마라35ba79bb,4
마라35ba80aa,1
마라35ba80ab,0
마라35ba80ba,1
마라35ba80bb,10
마라35ba81aa,174
마라35ba81ab,34
마라35ba81ba,8
마라35ba81bb,11
마라35ba82aa,1
마라35ba82ab,0
마라35ba82ba,0
마라35ba82bb,0
마라35ba83aa,3
마라35ba83ab,26
마라35ba83ba,1091
마라35ba83bb,4406
마라35ba84aa,3910
마라35ba84ab,3210
마라35ba84ba,4238
마라35ba84bb,1540
마라35ba85aa,466
마라35ba85ab,756
마라35ba85ba,824
마라35ba85bb,897
마라35ba86aa,242
마라35ba86ab,115
마라35ba86ba,976
마라35ba86bb,722
마라35ba87aa,3000
마라35ba87ab,1933
마라35ba87ba,1567
마라35ba87bb,721
마라35ba88aa,915
마라35ba88ab,789
마라35ba88ba,1694
마라35ba88bb,4001
마라35ba89aa,2564
마라35ba89ab,2223
마라35ba89ba,581
마라35ba89bb,1338
마라35ba90aa,1971
마라35ba90ab,627
마라35ba90ba,74
마라35ba90bb,8
마라35ba91aa,40
마라35ba91ab,9
마라35ba91ba,4
마라35ba91bb,6
마라35ba92aa,27
마라35ba92ab,194
마라35ba92ba,135
마라35ba92bb,57
마라35ba93aa,40
마라35ba93ab,0
마라35ba93ba,0
마라35ba93bb,6
마라35ba94aa,3
마라35bb73bb,0
마라35bb74aa,1
마라35bb74ab,1
마라35bb74ba,1
마라35bb74bb,4
마라35bb75aa,11
마라35bb75ab,139
마라35bb75ba,117
마라35bb75bb,70
마라35bb76aa,334
마라35bb76ab,87
마라35bb76ba,435
마라35bb76bb,121
마라35bb77aa,30
마라35bb77ab,88
마라35bb77ba,724
마라35bb77bb,946
마라35bb78aa,5
마라35bb78ab,563
마라35bb78ba,703
마라35bb78bb,1354
마라35bb79aa,3679
마라35bb79ab,1922
마라35bb79ba,327
마라35bb79bb,104
마라35bb80aa,2
마라35bb80ab,0
마라35bb80ba,1
마라35bb80bb,1
마라35bb81aa,15
마라35bb81ab,33
마라35bb81ba,11
마라35bb81bb,18
마라35bb82bb,8
마라35bb83aa,556
마라35bb83ab,1251
마라35bb83ba,3579
마라35bb83bb,763
마라35bb84aa,492
마라35bb84ab,393
마라35bb84ba,510
마라35bb84bb,1369
마라35bb85aa,269
마라35bb85ab,1787
마라35bb85ba,406
마라35bb85bb,178
마라35bb86aa,2
마라35bb86ab,15
마라35bb86ba,15
마라35bb86bb,48
마라35bb87aa,872
마라35bb87ab,159
마라35bb87ba,44
마라35bb87bb,25
마라35bb88aa,96
마라35bb88ab,339
마라35bb88ba,2153
마라35bb88bb,2921
마라35bb89aa,1954
마라35bb89ab,2035
마라35bb89ba,1073
마라35bb89bb,1632
마라35bb90aa,1393
마라35bb90ab,369
마라35bb90ba,806
마라35bb90bb,148
마라35bb91aa,39
마라35bb91ab,12
마라35bb91ba,1
마라35bb91bb,0
마라35bb92aa,0
마라35bb92ab,17
마라35bb92ba,657
마라35bb92bb,39
마라35bb93aa,43
마라35bb93ab,1
마라35bb93ba,0
마라35bb93bb,25
마라35bb94aa,109
마라36aa73ab,1
마라36aa73ba,0
마라36aa73bb,0
마라36aa74aa,12
마라36aa74ab,2
마라36aa74ba,4
마라36aa74bb,1
마라36aa75aa,0
마라36aa75ab,41
마라36aa75ba,57
마라36aa75bb,0
마라36aa76aa,44
마라36aa76ab,190
마라36aa76ba,446
마라36aa76bb,3
마라36aa77aa,0
마라36aa77ab,0
마라36aa77ba,197
마라36aa77bb,629
마라36aa78aa,177
마라36aa78ab,572
마라36aa78ba,787
마라36aa78bb,1663
마라36aa79aa,5582
마라36aa79ab,5851
마라36aa79ba,339
마라36aa79bb,0
마라36aa80aa,0
마라36aa80ab,1
마라36aa80ba,1
마라36aa80bb,73
마라36aa81ab,56
마라36aa81ba,51
마라36aa82bb,54
마라36aa83aa,104
마라36aa83ab,1059
마라36aa83ba,554
마라36aa83bb,2
마라36aa84aa,17
마라36aa84ab,384
마라36aa84ba,517
마라36aa84bb,1873
마라36aa85aa,416
마라36aa85ab,895
마라36aa85ba,460
마라36aa85bb,68
마라36aa86aa,0
마라36aa86ab,0
마라36aa86ba,68
마라36aa86bb,354
마라36aa87aa,49
마라36aa87ab,1
마라36aa87ba,0
마라36aa87bb,9
마라36aa88aa,27
마라36aa88ab,382
마라36aa88ba,1300
마라36aa88bb,1053
마라36aa89aa,43
마라36aa89ab,916
마라36aa89ba,375
마라36aa89bb,2273
마라36aa90aa,3956
마라36aa90ab,1612
마라36aa90ba,1053
마라36aa90bb,1917
마라36aa91aa,5849
마라36aa91ab,386
마라36aa91ba,29
마라36aa91bb,0
마라36aa92aa,0
마라36aa92ab,0
마라36aa92ba,0
마라36aa93aa,0
마라36aa93ba,0
마라36aa93bb,0
마라36aa94aa,2
마라36aa94ab,15
마라36ab73ba,0
마라36ab73bb,30
마라36ab74aa,157
마라36ab74ab,154
마라36ab74ba,153
마라36ab74bb,27
마라36ab75aa,12
마라36ab75ab,0
마라36ab75ba,0
마라36ab75bb,0
마라36ab76aa,0
마라36ab76ab,0
마라36ab76ba,21
마라36ab76bb,0
마라36ab77ab,3
마라36ab77ba,66
마라36ab77bb,380
마라36ab78aa,1444
마라36ab78ab,1935
마라36ab78ba,758
마라36ab78bb,312
마라36ab79aa,495
마라36ab79ab,2495
마라36ab79ba,1378
마라36ab79bb,458
마라36ab80aa,60
마라36ab80ab,0
마라36ab80ba,14
마라36ab80bb,15
마라36ab81aa,42
마라36ab81ab,66
마라36ab81ba,117
마라36ab81bb,249
마라36ab82ba,0
마라36ab82bb,211
마라36ab83aa,225
마라36ab83ab,60
마라36ab83ba,1
마라36ab84aa,0
마라36ab84ab,20
마라36ab84ba,173
마라36ab84bb,3272
마라36ab85aa,898
마라36ab85ab,1673
마라36ab85ba,920
마라36ab85bb,18
마라36ab86aa,0
마라36ab86ab,5
마라36ab86ba,41
마라36ab86bb,262
마라36ab87aa,227
마라36ab87ab,11
마라36ab87ba,19
마라36ab87bb,0
마라36ab88aa,1
마라36ab88ab,147
마라36ab88ba,1712
마라36ab88bb,1762
마라36ab89aa,5
마라36ab89ab,12
마라36ab89ba,32
마라36ab89bb,358
마라36ab90aa,489
마라36ab90ab,1122
마라36ab90ba,2046
마라36ab90bb,1115
마라36ab91aa,1972
마라36ab91ab,1757
마라36ab91ba,29
마라36ab91bb,303
마라36ab92aa,2
마라36ab92ab,160
마라36ab92ba,0
마라36ab92bb,17
마라36ab93aa,1
마라36ab93ab,0
마라36ab93ba,0
마라36ab94ab,53
마라36ab94ba,0
마라36ba73aa,17
마라36ba73ab,0
마라36ba73ba,207
마라36ba73bb,95
마라36ba74aa,168
마라36ba74ab,93
마라36ba74ba,38
마라36ba74bb,8
마라36ba77aa,8
마라36ba77ab,105
마라36ba77ba,630
마라36ba77bb,315
마라36ba78aa,2672
마라36ba78ab,1237
마라36ba78ba,634
마라36ba78bb,7
마라36ba79aa,387
마라36ba79ab,1172
마라36ba79ba,3500
마라36ba79bb,969
마라36ba80aa,195
마라36ba80ab,2
마라36ba80ba,31
마라36ba80bb,3
마라36ba81aa,1
마라36ba81ab,37
마라36ba81ba,146
마라36ba81bb,46
마라36ba82aa,10
마라36ba82ab,6
마라36ba82ba,0
마라36ba82bb,44
마라36ba83aa,22
마라36ba83ab,0
마라36ba83ba,0
마라36ba83bb,0
마라36ba84aa,3
마라36ba84ab,281
마라36ba84ba,1319
마라36ba84bb,3568
마라36ba85aa,1000
마라36ba85ab,1788
마라36ba85ba,195
마라36ba85bb,1
마라36ba86aa,0
마라36ba86ab,43
마라36ba86ba,147
마라36ba86bb,37
마라36ba87aa,7
마라36ba87ab,1
마라36ba87ba,6
마라36ba88aa,0
마라36ba88ab,612
마라36ba88ba,2728
마라36ba88bb,1843
마라36ba89aa,40
마라36ba89ab,6
마라36ba89ba,19
마라36ba89bb,445
마라36ba90aa,275
마라36ba90ab,142
마라36ba90ba,821
마라36ba90bb,1593
마라36ba91aa,605
마라36ba91ab,1853
마라36ba91ba,593
마라36ba91bb,362
마라36ba92aa,66
마라36ba92ab,2
마라36ba92ba,166
마라36ba92bb,546
마라36ba93aa,125
마라36ba93ab,5
마라36ba93ba,0
마라36ba94aa,0
마라36ba94ab,36
마라36ba94ba,0
마라36bb73ab,40
마라36bb73ba,263
마라36bb73bb,16
마라36bb74aa,3
마라36bb77aa,64
마라36bb77ab,4
마라36bb77ba,142
마라36bb77bb,109
마라36bb78aa,965
마라36bb78ab,924
마라36bb78ba,14
마라36bb78bb,1
마라36bb79aa,64
마라36bb79ab,982
마라36bb79ba,2344
마라36bb79bb,1463
마라36bb80aa,95
마라36bb80ab,1
마라36bb80ba,1
마라36bb80bb,187
마라36bb81aa,2
마라36bb81ab,12
마라36bb81ba,5
마라36bb81bb,4
마라36bb82aa,49
마라36bb82ab,32
마라36bb82ba,52
마라36bb82bb,5
마라36bb83aa,1
마라36bb83ab,0
마라36bb83ba,0
마라36bb83bb,0
마라36bb84aa,9
마라36bb84ab,532
마라36bb84ba,1374
마라36bb84bb,6002
마라36bb85aa,1484
마라36bb85ab,1909
마라36bb85ba,99
마라36bb85bb,4
마라36bb86aa,1
마라36bb86ab,9
마라36bb86ba,0
마라36bb86bb,14
마라36bb87aa,15
마라36bb88aa,0
마라36bb88ab,120
마라36bb88ba,935
마라36bb88bb,4456
마라36bb89aa,2
마라36bb89ab,3
마라36bb89ba,213
마라36bb89bb,515
마라36bb90aa,632
마라36bb90ab,633
마라36bb90ba,2041
마라36bb90bb,849
마라36bb91aa,1344
